Dates,RF Actual Level (mm),Last 10 Year Average (m bgl),Last Year  (m bgl),Current Level (m bgl)
"23-Aug-2015",18.9,NaN,"-","-"
"24-Aug-2015",1.86,6.21,6.811232587744612,6.521327623525653
"25-Aug-2015",3.43,NaN,"-","-"
"26-Aug-2015",0,NaN,"-","-"
"27-Aug-2015",3.02,NaN,"-","-"
"28-Aug-2015",9.13,NaN,"-","-"
"29-Aug-2015",0,NaN,"-","-"
"30-Aug-2015",0.12,NaN,"-","-"
"31-Aug-2015",1.05,NaN,"-","-"
"01-Sep-2015",0.01,NaN,"-","-"
"02-Sep-2015",0.37,NaN,"-","-"
"03-Sep-2015",0,NaN,"-","-"
"04-Sep-2015",0.43,NaN,"-","-"
"05-Sep-2015",8.61,NaN,"-","-"
"06-Sep-2015",18.2,NaN,"-","-"
"07-Sep-2015",16.08,NaN,"-","-"
"08-Sep-2015",30.3,NaN,"-","-"
"09-Sep-2015",1.15,NaN,"-","-"
"10-Sep-2015",0.7,NaN,"-","-"
"11-Sep-2015",1.45,NaN,"-","-"
"12-Sep-2015",0.07,NaN,"-","-"
"13-Sep-2015",0.1,NaN,"-","-"
"14-Sep-2015",0.07,NaN,"-","-"
"15-Sep-2015",0.56,NaN,"-","-"
"16-Sep-2015",0.79,NaN,"-","-"
"17-Sep-2015",0.13,NaN,"-","-"
"18-Sep-2015",0.1,NaN,"-","-"
"19-Sep-2015",2.13,NaN,"-","-"
"20-Sep-2015",1.33,NaN,"-","-"
"21-Sep-2015",0.56,NaN,"-","-"
"22-Sep-2015",0.25,NaN,"-","-"
"23-Sep-2015",0.02,NaN,"-","-"
"24-Sep-2015",0.02,NaN,"-","-"
"25-Sep-2015",31.13,NaN,"-","-"
"26-Sep-2015",3.89,NaN,"-","-"
"27-Sep-2015",5.57,NaN,"-","-"
"28-Sep-2015",16.43,NaN,"-","-"
"29-Sep-2015",3.85,NaN,"-","-"
"30-Sep-2015",7.1,NaN,"-","-"
"01-Oct-2015",4.86,NaN,"-","-"
"02-Oct-2015",2.3,NaN,"-","-"
"03-Oct-2015",1.67,NaN,"-","-"
"04-Oct-2015",1.73,NaN,"-","-"
"05-Oct-2015",22.26,NaN,"-","-"
"06-Oct-2015",13.89,NaN,"-","-"
"07-Oct-2015",3.33,NaN,"-","-"
"08-Oct-2015",0.53,NaN,"-","-"
"09-Oct-2015",1.07,NaN,"-","-"
"10-Oct-2015",1.09,NaN,"-","-"
"11-Oct-2015",0.17,NaN,"-","-"
"12-Oct-2015",19.19,NaN,"-","-"
"13-Oct-2015",0.05,NaN,"-","-"
"14-Oct-2015",0.02,NaN,"-","-"
"15-Oct-2015",0,NaN,"-","-"
"16-Oct-2015",0,NaN,"-","-"
"17-Oct-2015",0,NaN,"-","-"
"18-Oct-2015",0.02,NaN,"-","-"
"19-Oct-2015",0.01,NaN,"-","-"
"20-Oct-2015",0.01,NaN,"-","-"
"21-Oct-2015",0.01,NaN,"-","-"
"22-Oct-2015",0.01,NaN,"-","-"
"23-Oct-2015",0,NaN,"-","-"
"24-Oct-2015",0,NaN,"-","-"
"25-Oct-2015",0,NaN,"-","-"
"26-Oct-2015",0,NaN,"-","-"
"27-Oct-2015",0.01,NaN,"-","-"
"28-Oct-2015",0.01,NaN,"-","-"
"29-Oct-2015",8.14,NaN,"-","-"
"30-Oct-2015",4.06,NaN,"-","-"
"31-Oct-2015",0.28,NaN,"-","-"
"01-Nov-2015",0.08,NaN,"-","-"
"02-Nov-2015",30.26,NaN,"-","-"
"03-Nov-2015",25.15,NaN,"-","-"
"04-Nov-2015",16.89,5.85,5.23626504773767,7.111748910158481
"05-Nov-2015",33.3,NaN,"-","-"
"06-Nov-2015",0,NaN,"-","-"
"07-Nov-2015",0,NaN,"-","-"
"08-Nov-2015",0,NaN,"-","-"
"09-Nov-2015",0,NaN,"-","-"
"10-Nov-2015",7.95,NaN,"-","-"
"11-Nov-2015",5.85,NaN,"-","-"
"12-Nov-2015",6.88,NaN,"-","-"
"13-Nov-2015",1.67,NaN,"-","-"
"14-Nov-2015",0.01,NaN,"-","-"
"15-Nov-2015",0,NaN,"-","-"
"16-Nov-2015",2.24,NaN,"-","-"
"17-Nov-2015",0.24,NaN,"-","-"
"18-Nov-2015",0,NaN,"-","-"
"19-Nov-2015",0.89,NaN,"-","-"
"20-Nov-2015",1,NaN,"-","-"
"21-Nov-2015",0.88,NaN,"-","-"
"22-Nov-2015",2,NaN,"-","-"
"23-Nov-2015",6.11,NaN,"-","-"
"24-Nov-2015",6,NaN,"-","-"
"25-Nov-2015",0.98,NaN,"-","-"
"26-Nov-2015",0,NaN,"-","-"
"27-Nov-2015",0,NaN,"-","-"
"28-Nov-2015",0,NaN,"-","-"
"29-Nov-2015",0,NaN,"-","-"
"30-Nov-2015",2.11,NaN,"-","-"
"01-Dec-2015",3.95,NaN,"-","-"
"02-Dec-2015",0.55,NaN,"-","-"
"03-Dec-2015",1.05,NaN,"-","-"
"04-Dec-2015",0.2,NaN,"-","-"
"05-Dec-2015",0,NaN,"-","-"
"06-Dec-2015",0,NaN,"-","-"
"07-Dec-2015",0,NaN,"-","-"
"08-Dec-2015",0,NaN,"-","-"
"09-Dec-2015",0,NaN,"-","-"
"10-Dec-2015",0,NaN,"-","-"
"11-Dec-2015",0,NaN,"-","-"
"12-Dec-2015",0,NaN,"-","-"
"13-Dec-2015",0,NaN,"-","-"
"14-Dec-2015",0.05,NaN,"-","-"
"15-Dec-2015",1.1,NaN,"-","-"
"16-Dec-2015",0.53,NaN,"-","-"
"17-Dec-2015",0,NaN,"-","-"
"18-Dec-2015",0,NaN,"-","-"
"19-Dec-2015",0,NaN,"-","-"
"20-Dec-2015",0,NaN,"-","-"
"21-Dec-2015",0,NaN,"-","-"
"22-Dec-2015",0,NaN,"-","-"
"23-Dec-2015",0,NaN,"-","-"
"24-Dec-2015",0,NaN,"-","-"
"25-Dec-2015",0,NaN,"-","-"
"26-Dec-2015",0,NaN,"-","-"
"27-Dec-2015",0,NaN,"-","-"
"28-Dec-2015",0,NaN,"-","-"
"29-Dec-2015",0,NaN,"-","-"
"30-Dec-2015",0,NaN,"-","-"
"31-Dec-2015",0,NaN,"-","-"
"01-Jan-2016",0,NaN,"-","-"
"02-Jan-2016",0,NaN,"-","-"
"03-Jan-2016",0,NaN,"-","-"
"04-Jan-2016",0,6.83,6.682794462433128,6.844571436600881
"05-Jan-2016",0,NaN,"-","-"
"06-Jan-2016",0,NaN,"-","-"
"07-Jan-2016",0,NaN,"-","-"
"08-Jan-2016",0,NaN,"-","-"
"09-Jan-2016",0,NaN,"-","-"
"10-Jan-2016",0,NaN,"-","-"
"11-Jan-2016",0,NaN,"-","-"
"12-Jan-2016",0,NaN,"-","-"
"13-Jan-2016",0,NaN,"-","-"
"14-Jan-2016",0,NaN,"-","-"
"15-Jan-2016",0,NaN,"-","-"
"16-Jan-2016",0,NaN,"-","-"
"17-Jan-2016",0,NaN,"-","-"
"18-Jan-2016",0,NaN,"-","-"
"19-Jan-2016",0.45,NaN,"-","-"
"20-Jan-2016",1.15,NaN,"-","-"
"21-Jan-2016",0.26,NaN,"-","-"
"22-Jan-2016",0,NaN,"-","-"
"23-Jan-2016",0,NaN,"-","-"
"24-Jan-2016",0,NaN,"-","-"
"25-Jan-2016",0,NaN,"-","-"
"26-Jan-2016",0,NaN,"-","-"
"27-Jan-2016",0,NaN,"-","-"
"28-Jan-2016",0,NaN,"-","-"
"29-Jan-2016",0,NaN,"-","-"
"30-Jan-2016",0,NaN,"-","-"
"31-Jan-2016",0,NaN,"-","-"
"01-Feb-2016",0,NaN,"-","-"
"02-Feb-2016",0,NaN,"-","-"
"03-Feb-2016",0,NaN,"-","-"
"04-Feb-2016",0,NaN,"-","-"
"05-Feb-2016",0,NaN,"-","-"
"06-Feb-2016",0,NaN,"-","-"
"07-Feb-2016",0,NaN,"-","-"
"08-Feb-2016",0,NaN,"-","-"
"09-Feb-2016",0,NaN,"-","-"
"10-Feb-2016",0,NaN,"-","-"
"11-Feb-2016",1.09,NaN,"-","-"
"12-Feb-2016",0.73,NaN,"-","-"
"13-Feb-2016",0.02,NaN,"-","-"
"14-Feb-2016",0,NaN,"-","-"
"15-Feb-2016",0,NaN,"-","-"
"16-Feb-2016",0,NaN,"-","-"
"17-Feb-2016",0,NaN,"-","-"
"18-Feb-2016",0,NaN,"-","-"
"19-Feb-2016",0,NaN,"-","-"
"20-Feb-2016",0,NaN,"-","-"
"21-Feb-2016",0,NaN,"-","-"
"22-Feb-2016",0,NaN,"-","-"
"23-Feb-2016",0,NaN,"-","-"
"24-Feb-2016",0,NaN,"-","-"
"25-Feb-2016",0.31,NaN,"-","-"
"26-Feb-2016",0.07,NaN,"-","-"
"27-Feb-2016",0,NaN,"-","-"
"28-Feb-2016",0,NaN,"-","-"
"29-Feb-2016",0,NaN,"-","-"
"01-Mar-2016",0,NaN,"-","-"
"02-Mar-2016",0,NaN,"-","-"
"03-Mar-2016",0,NaN,"-","-"
"04-Mar-2016",0,NaN,"-","-"
"05-Mar-2016",0,NaN,"-","-"
"06-Mar-2016",0,NaN,"-","-"
"07-Mar-2016",0,NaN,"-","-"
"08-Mar-2016",0,NaN,"-","-"
"09-Mar-2016",0,NaN,"-","-"
"10-Mar-2016",0,NaN,"-","-"
"11-Mar-2016",0,NaN,"-","-"
"12-Mar-2016",0,NaN,"-","-"
"13-Mar-2016",0,NaN,"-","-"
"14-Mar-2016",0.13,NaN,"-","-"
"15-Mar-2016",0.01,NaN,"-","-"
"16-Mar-2016",0,NaN,"-","-"
"17-Mar-2016",0,NaN,"-","-"
"18-Mar-2016",0,NaN,"-","-"
"19-Mar-2016",1.32,NaN,"-","-"
"20-Mar-2016",0,NaN,"-","-"
"21-Mar-2016",0,NaN,"-","-"
"22-Mar-2016",0,NaN,"-","-"
"23-Mar-2016",0,NaN,"-","-"
"24-Mar-2016",0,NaN,"-","-"
"25-Mar-2016",0,NaN,"-","-"
"26-Mar-2016",0,NaN,"-","-"
"27-Mar-2016",0,NaN,"-","-"
"28-Mar-2016",0,NaN,"-","-"
"29-Mar-2016",0,NaN,"-","-"
"30-Mar-2016",0,NaN,"-","-"
"31-Mar-2016",0.13,NaN,"-","-"
"01-Apr-2016",0.33,NaN,"-","-"
"02-Apr-2016",0.51,NaN,"-","-"
"03-Apr-2016",0.03,NaN,"-","-"
"04-Apr-2016",0,NaN,"-","-"
"05-Apr-2016",0,NaN,"-","-"
"06-Apr-2016",0,NaN,"-","-"
"07-Apr-2016",0,NaN,"-","-"
"08-Apr-2016",0.37,NaN,"-","-"
"09-Apr-2016",0.32,NaN,"-","-"
"10-Apr-2016",0.45,NaN,"-","-"
"11-Apr-2016",5.62,NaN,"-","-"
"12-Apr-2016",0.18,NaN,"-","-"
"13-Apr-2016",1.7,NaN,"-","-"
"14-Apr-2016",0,NaN,"-","-"
"15-Apr-2016",0.25,NaN,"-","-"
"16-Apr-2016",14.71,NaN,"-","-"
"17-Apr-2016",3.89,NaN,"-","-"
"18-Apr-2016",0.18,NaN,"-","-"
"19-Apr-2016",0,NaN,"-","-"
"20-Apr-2016",0,NaN,"-","-"
"21-Apr-2016",0.01,NaN,"-","-"
"22-Apr-2016",0.02,NaN,"-","-"
"23-Apr-2016",0,NaN,"-","-"
"24-Apr-2016",0,NaN,"-","-"
"25-Apr-2016",0,NaN,"-","-"
"26-Apr-2016",0.06,NaN,"-","-"
"27-Apr-2016",0,NaN,"-","-"
"28-Apr-2016",0,NaN,"-","-"
"29-Apr-2016",0,NaN,"-","-"
"30-Apr-2016",0,NaN,"-","-"
"01-May-2016",0.88,NaN,"-","-"
"02-May-2016",0,NaN,"-","-"
"03-May-2016",1.53,NaN,"-","-"
"04-May-2016",2.58,NaN,"-","-"
"05-May-2016",1.94,NaN,"-","-"
"06-May-2016",2.41,NaN,"-","-"
"07-May-2016",8.18,NaN,"-","-"
"08-May-2016",2.83,NaN,"-","-"
"09-May-2016",1.93,NaN,"-","-"
"10-May-2016",0.04,NaN,"-","-"
"11-May-2016",5.18,NaN,"-","-"
"12-May-2016",8.65,NaN,"-","-"
"13-May-2016",11.73,NaN,"-","-"
"14-May-2016",3.19,8.27,8.094236689192849,9.137995666103729
"15-May-2016",6.45,NaN,"-","-"
"16-May-2016",4.03,NaN,"-","-"
"17-May-2016",0.2,NaN,"-","-"
"18-May-2016",3.88,NaN,"-","-"
"19-May-2016",0.09,NaN,"-","-"
"20-May-2016",0.63,NaN,"-","-"
"21-May-2016",0.01,NaN,"-","-"
"22-May-2016",0,NaN,"-","-"
"23-May-2016",0,NaN,"-","-"
"24-May-2016",0,NaN,"-","-"
"25-May-2016",0.39,NaN,"-","-"
"26-May-2016",1.36,NaN,"-","-"
"27-May-2016",1.33,NaN,"-","-"
"28-May-2016",3.92,NaN,"-","-"
"29-May-2016",8.43,NaN,"-","-"
"30-May-2016",2.4,NaN,"-","-"
"31-May-2016",5.22,NaN,"-","-"
"01-Jun-2016",7.85,NaN,"-","-"
"02-Jun-2016",9.03,NaN,"-","-"
"03-Jun-2016",0.79,NaN,"-","-"
"04-Jun-2016",6.63,NaN,"-","-"
"05-Jun-2016",2.84,NaN,"-","-"
"06-Jun-2016",6.31,NaN,"-","-"
"07-Jun-2016",1.06,NaN,"-","-"
"08-Jun-2016",1.39,NaN,"-","-"
"09-Jun-2016",16.28,NaN,"-","-"
"10-Jun-2016",10.2,NaN,"-","-"
"11-Jun-2016",4.21,NaN,"-","-"
"12-Jun-2016",1.94,NaN,"-","-"
"13-Jun-2016",1.43,NaN,"-","-"
"14-Jun-2016",0.49,NaN,"-","-"
"15-Jun-2016",0.95,NaN,"-","-"
"16-Jun-2016",0.21,NaN,"-","-"
"17-Jun-2016",3.66,NaN,"-","-"
"18-Jun-2016",6.17,NaN,"-","-"
"19-Jun-2016",0.19,NaN,"-","-"
"20-Jun-2016",5.72,NaN,"-","-"
"21-Jun-2016",1.39,NaN,"-","-"
"22-Jun-2016",0.8,NaN,"-","-"
"23-Jun-2016",2.58,NaN,"-","-"
"24-Jun-2016",0.92,NaN,"-","-"
"25-Jun-2016",0.35,NaN,"-","-"
"26-Jun-2016",2.15,NaN,"-","-"
"27-Jun-2016",3.8,NaN,"-","-"
"28-Jun-2016",8.34,NaN,"-","-"
"29-Jun-2016",27.67,NaN,"-","-"
"30-Jun-2016",19.49,NaN,"-","-"
"01-Jul-2016",9.11,NaN,"-","-"
"02-Jul-2016",6.71,NaN,"-","-"
"03-Jul-2016",5.93,NaN,"-","-"
"04-Jul-2016",6.47,NaN,"-","-"
"05-Jul-2016",6.8,NaN,"-","-"
"06-Jul-2016",2.31,NaN,"-","-"
"07-Jul-2016",9.06,NaN,"-","-"
"08-Jul-2016",5.31,NaN,"-","-"
"09-Jul-2016",4.19,NaN,"-","-"
"10-Jul-2016",6.05,NaN,"-","-"
"11-Jul-2016",9.51,NaN,"-","-"
"12-Jul-2016",4.17,NaN,"-","-"
"13-Jul-2016",4.21,NaN,"-","-"
"14-Jul-2016",1.7,NaN,"-","-"
"15-Jul-2016",0.39,NaN,"-","-"
"16-Jul-2016",1.67,NaN,"-","-"
"17-Jul-2016",3.21,NaN,"-","-"
"18-Jul-2016",1.16,NaN,"-","-"
"19-Jul-2016",2.84,NaN,"-","-"
"20-Jul-2016",0.15,NaN,"-","-"
"21-Jul-2016",3.59,NaN,"-","-"
"22-Jul-2016",2.38,NaN,"-","-"
"23-Jul-2016",0.8,NaN,"-","-"
"24-Jul-2016",2.29,NaN,"-","-"
"25-Jul-2016",0.48,NaN,"-","-"
"26-Jul-2016",1.78,NaN,"-","-"
"27-Jul-2016",10.86,NaN,"-","-"
"28-Jul-2016",14.44,NaN,"-","-"
"29-Jul-2016",25.09,NaN,"-","-"
"30-Jul-2016",1.99,NaN,"-","-"
"31-Jul-2016",4.9,NaN,"-","-"
"01-Aug-2016",1.17,NaN,"-","-"
"02-Aug-2016",4.06,NaN,"-","-"
"03-Aug-2016",2.26,NaN,"-","-"
"04-Aug-2016",4.34,NaN,"-","-"
"05-Aug-2016",5.9,NaN,"-","-"
"06-Aug-2016",4.66,NaN,"-","-"
"07-Aug-2016",3.98,NaN,"-","-"
"08-Aug-2016",1.7,NaN,"-","-"
"09-Aug-2016",1.1,NaN,"-","-"
"10-Aug-2016",1.8,NaN,"-","-"
"11-Aug-2016",0.65,NaN,"-","-"
"12-Aug-2016",0.42,NaN,"-","-"
"13-Aug-2016",2.38,NaN,"-","-"
"14-Aug-2016",1.22,NaN,"-","-"
"15-Aug-2016",0.36,NaN,"-","-"
"16-Aug-2016",1.36,NaN,"-","-"
"17-Aug-2016",1.74,NaN,"-","-"
"18-Aug-2016",1.17,NaN,"-","-"
"19-Aug-2016",0.67,NaN,"-","-"
"20-Aug-2016",0.13,NaN,"-","-"
"21-Aug-2016",0,NaN,"-","-"
"22-Aug-2016",1.94,NaN,"-","-"
"23-Aug-2016",0.2,NaN,"-","-"
"24-Aug-2016",0.54,6.51,6.521327623525653,8.985752924951525
"25-Aug-2016",0.18,NaN,"-","-"
"26-Aug-2016",7.06,NaN,"-","-"
"27-Aug-2016",4.37,NaN,"-","-"
"28-Aug-2016",0.91,NaN,"-","-"
"29-Aug-2016",0.12,NaN,"-","-"
"30-Aug-2016",4.41,NaN,"-","-"
"31-Aug-2016",10.22,NaN,"-","-"
"01-Sep-2016",4.13,NaN,"-","-"
"02-Sep-2016",0.1,NaN,"-","-"
"03-Sep-2016",0.87,NaN,"-","-"
"04-Sep-2016",0.37,NaN,"-","-"
"05-Sep-2016",0.5,NaN,"-","-"
"06-Sep-2016",0.2,NaN,"-","-"
"07-Sep-2016",2.12,NaN,"-","-"
"08-Sep-2016",0.32,NaN,"-","-"
"09-Sep-2016",0.83,NaN,"-","-"
"10-Sep-2016",2.64,NaN,"-","-"
"11-Sep-2016",0.33,NaN,"-","-"
"12-Sep-2016",0.61,NaN,"-","-"
"13-Sep-2016",2.52,NaN,"-","-"
"14-Sep-2016",2.64,NaN,"-","-"
"15-Sep-2016",4.56,NaN,"-","-"
"16-Sep-2016",1.29,NaN,"-","-"
"17-Sep-2016",0.65,NaN,"-","-"
"18-Sep-2016",0.6,NaN,"-","-"
"19-Sep-2016",0.87,NaN,"-","-"
"20-Sep-2016",0.11,NaN,"-","-"
"21-Sep-2016",0.15,NaN,"-","-"
"22-Sep-2016",1.2,NaN,"-","-"
"23-Sep-2016",0.33,NaN,"-","-"
"24-Sep-2016",1.37,NaN,"-","-"
"25-Sep-2016",0.97,NaN,"-","-"
"26-Sep-2016",2.93,NaN,"-","-"
"27-Sep-2016",1.14,NaN,"-","-"
"28-Sep-2016",0.66,NaN,"-","-"
"29-Sep-2016",9.7,NaN,"-","-"
"30-Sep-2016",1.96,NaN,"-","-"
"01-Oct-2016",0.01,NaN,"-","-"
"02-Oct-2016",0,NaN,"-","-"
"03-Oct-2016",0,NaN,"-","-"
"04-Oct-2016",0.01,NaN,"-","-"
"05-Oct-2016",0.01,NaN,"-","-"
"06-Oct-2016",0.01,NaN,"-","-"
"07-Oct-2016",0,NaN,"-","-"
"08-Oct-2016",0.02,NaN,"-","-"
"09-Oct-2016",0.02,NaN,"-","-"
"10-Oct-2016",0.02,NaN,"-","-"
"11-Oct-2016",0,NaN,"-","-"
"12-Oct-2016",4.27,NaN,"-","-"
"13-Oct-2016",10.78,NaN,"-","-"
"14-Oct-2016",1.24,NaN,"-","-"
"15-Oct-2016",0.25,NaN,"-","-"
"16-Oct-2016",0,NaN,"-","-"
"17-Oct-2016",0,NaN,"-","-"
"18-Oct-2016",0,NaN,"-","-"
"19-Oct-2016",0,NaN,"-","-"
"20-Oct-2016",0,NaN,"-","-"
"21-Oct-2016",0,NaN,"-","-"
"22-Oct-2016",0,NaN,"-","-"
"23-Oct-2016",0,NaN,"-","-"
"24-Oct-2016",0,NaN,"-","-"
"25-Oct-2016",0,NaN,"-","-"
"26-Oct-2016",0,NaN,"-","-"
"27-Oct-2016",0,NaN,"-","-"
"28-Oct-2016",0,NaN,"-","-"
"29-Oct-2016",0,NaN,"-","-"
"30-Oct-2016",0,NaN,"-","-"
"31-Oct-2016",1.83,NaN,"-","-"
"01-Nov-2016",10.48,NaN,"-","-"
"02-Nov-2016",3.59,NaN,"-","-"
"03-Nov-2016",0,NaN,"-","-"
"04-Nov-2016",0,6.25,7.111748910158481,10.224921897979279
"05-Nov-2016",0,NaN,"-","-"
"06-Nov-2016",0,NaN,"-","-"
"07-Nov-2016",0,NaN,"-","-"
"08-Nov-2016",0,NaN,"-","-"
"09-Nov-2016",0,NaN,"-","-"
"10-Nov-2016",0,NaN,"-","-"
"11-Nov-2016",0,NaN,"-","-"
"12-Nov-2016",0,NaN,"-","-"
"13-Nov-2016",0,NaN,"-","-"
"14-Nov-2016",0,NaN,"-","-"
"15-Nov-2016",2.16,NaN,"-","-"
"16-Nov-2016",0.02,NaN,"-","-"
"17-Nov-2016",0.04,NaN,"-","-"
"18-Nov-2016",0.02,NaN,"-","-"
"19-Nov-2016",0,NaN,"-","-"
"20-Nov-2016",0,NaN,"-","-"
"21-Nov-2016",0,NaN,"-","-"
"22-Nov-2016",0,NaN,"-","-"
"23-Nov-2016",0,NaN,"-","-"
"24-Nov-2016",0,NaN,"-","-"
"25-Nov-2016",0,NaN,"-","-"
"26-Nov-2016",0,NaN,"-","-"
"27-Nov-2016",0,NaN,"-","-"
"28-Nov-2016",0,NaN,"-","-"
"29-Nov-2016",0,NaN,"-","-"
"30-Nov-2016",0,NaN,"-","-"
"01-Dec-2016",0,NaN,"-","-"
"02-Dec-2016",0.03,NaN,"-","-"
"03-Dec-2016",3.6,NaN,"-","-"
"04-Dec-2016",2.45,NaN,"-","-"
"05-Dec-2016",0,NaN,"-","-"
"06-Dec-2016",0.44,NaN,"-","-"
"07-Dec-2016",0,NaN,"-","-"
"08-Dec-2016",0,NaN,"-","-"
"09-Dec-2016",0,NaN,"-","-"
"10-Dec-2016",0,NaN,"-","-"
"11-Dec-2016",0.02,NaN,"-","-"
"12-Dec-2016",0,NaN,"-","-"
"13-Dec-2016",14.09,NaN,"-","-"
"14-Dec-2016",13.59,NaN,"-","-"
"15-Dec-2016",2.54,NaN,"-","-"
"16-Dec-2016",0,NaN,"-","-"
"17-Dec-2016",0,NaN,"-","-"
"18-Dec-2016",0,NaN,"-","-"
"19-Dec-2016",0,NaN,"-","-"
"20-Dec-2016",0,NaN,"-","-"
"21-Dec-2016",0,NaN,"-","-"
"22-Dec-2016",0,NaN,"-","-"
"23-Dec-2016",0,NaN,"-","-"
"24-Dec-2016",0,NaN,"-","-"
"25-Dec-2016",0,NaN,"-","-"
"26-Dec-2016",0,NaN,"-","-"
"27-Dec-2016",0,NaN,"-","-"
"28-Dec-2016",0,NaN,"-","-"
"29-Dec-2016",0,NaN,"-","-"
"30-Dec-2016",0,NaN,"-","-"
"31-Dec-2016",0,NaN,"-","-"
"01-Jan-2017",0,NaN,"-","-"
"02-Jan-2017",0,NaN,"-","-"
"03-Jan-2017",0,NaN,"-","-"
"04-Jan-2017",0,7.24,6.844571436600881,11.051405249699856
"05-Jan-2017",0,NaN,"-","-"
"06-Jan-2017",0,NaN,"-","-"
"07-Jan-2017",0,NaN,"-","-"
"08-Jan-2017",0,NaN,"-","-"
"09-Jan-2017",0,NaN,"-","-"
"10-Jan-2017",0,NaN,"-","-"
"11-Jan-2017",0,NaN,"-","-"
"12-Jan-2017",0,NaN,"-","-"
"13-Jan-2017",0,NaN,"-","-"
"14-Jan-2017",0,NaN,"-","-"
"15-Jan-2017",0,NaN,"-","-"
"16-Jan-2017",0,NaN,"-","-"
"17-Jan-2017",0,NaN,"-","-"
"18-Jan-2017",0,NaN,"-","-"
"19-Jan-2017",0,NaN,"-","-"
"20-Jan-2017",0,NaN,"-","-"
"21-Jan-2017",0,NaN,"-","-"
"22-Jan-2017",0,NaN,"-","-"
"23-Jan-2017",0,NaN,"-","-"
"24-Jan-2017",0,NaN,"-","-"
"25-Jan-2017",0,NaN,"-","-"
"26-Jan-2017",0,NaN,"-","-"
"27-Jan-2017",1.49,NaN,"-","-"
"28-Jan-2017",9.07,NaN,"-","-"
"29-Jan-2017",0.07,NaN,"-","-"
"30-Jan-2017",0,NaN,"-","-"
"31-Jan-2017",0,NaN,"-","-"
"01-Feb-2017",0,NaN,"-","-"
"02-Feb-2017",0,NaN,"-","-"
"03-Feb-2017",0,NaN,"-","-"
"04-Feb-2017",0,NaN,"-","-"
"05-Feb-2017",0,NaN,"-","-"
"06-Feb-2017",0,NaN,"-","-"
"07-Feb-2017",0,NaN,"-","-"
"08-Feb-2017",0,NaN,"-","-"
"09-Feb-2017",0,NaN,"-","-"
"10-Feb-2017",0,NaN,"-","-"
"11-Feb-2017",0,NaN,"-","-"
"12-Feb-2017",0,NaN,"-","-"
"13-Feb-2017",0,NaN,"-","-"
"14-Feb-2017",0,NaN,"-","-"
"15-Feb-2017",0,NaN,"-","-"
"16-Feb-2017",0,NaN,"-","-"
"17-Feb-2017",0,NaN,"-","-"
"18-Feb-2017",0,NaN,"-","-"
"19-Feb-2017",0,NaN,"-","-"
"20-Feb-2017",0,NaN,"-","-"
"21-Feb-2017",0,NaN,"-","-"
"22-Feb-2017",0,NaN,"-","-"
"23-Feb-2017",0,NaN,"-","-"
"24-Feb-2017",0,NaN,"-","-"
"25-Feb-2017",0,NaN,"-","-"
"26-Feb-2017",0,NaN,"-","-"
"27-Feb-2017",0,NaN,"-","-"
"28-Feb-2017",0,NaN,"-","-"
"01-Mar-2017",0,NaN,"-","-"
"02-Mar-2017",0,NaN,"-","-"
"03-Mar-2017",0,NaN,"-","-"
"04-Mar-2017",0,NaN,"-","-"
"05-Mar-2017",0,NaN,"-","-"
"06-Mar-2017",0,NaN,"-","-"
"07-Mar-2017",3.37,NaN,"-","-"
"08-Mar-2017",0.13,NaN,"-","-"
"09-Mar-2017",0,NaN,"-","-"
"10-Mar-2017",0,NaN,"-","-"
"11-Mar-2017",0,NaN,"-","-"
"12-Mar-2017",0,NaN,"-","-"
"13-Mar-2017",0,NaN,"-","-"
"14-Mar-2017",0,NaN,"-","-"
"15-Mar-2017",0.77,NaN,"-","-"
"16-Mar-2017",8.37,NaN,"-","-"
"17-Mar-2017",0.43,NaN,"-","-"
"18-Mar-2017",1.49,NaN,"-","-"
"19-Mar-2017",0,NaN,"-","-"
"20-Mar-2017",0,NaN,"-","-"
"21-Mar-2017",0,NaN,"-","-"
"22-Mar-2017",4.78,NaN,"-","-"
"23-Mar-2017",0,NaN,"-","-"
"24-Mar-2017",0,NaN,"-","-"
"25-Mar-2017",0,NaN,"-","-"
"26-Mar-2017",0,NaN,"-","-"
"27-Mar-2017",0,NaN,"-","-"
"28-Mar-2017",0,NaN,"-","-"
"29-Mar-2017",0,NaN,"-","-"
"30-Mar-2017",0,NaN,"-","-"
"31-Mar-2017",0,NaN,"-","-"
"01-Apr-2017",0,NaN,"-","-"
"02-Apr-2017",0,NaN,"-","-"
"03-Apr-2017",0.23,NaN,"-","-"
"04-Apr-2017",0.11,NaN,"-","-"
"05-Apr-2017",6.73,NaN,"-","-"
"06-Apr-2017",1.11,NaN,"-","-"
"07-Apr-2017",1.91,NaN,"-","-"
"08-Apr-2017",3.56,NaN,"-","-"
"09-Apr-2017",1.24,NaN,"-","-"
"10-Apr-2017",1.27,NaN,"-","-"
"11-Apr-2017",1.62,NaN,"-","-"
"12-Apr-2017",4.13,NaN,"-","-"
"13-Apr-2017",0,NaN,"-","-"
"14-Apr-2017",0,NaN,"-","-"
"15-Apr-2017",0,NaN,"-","-"
"16-Apr-2017",0,NaN,"-","-"
"17-Apr-2017",3.28,NaN,"-","-"
"18-Apr-2017",9.49,NaN,"-","-"
