Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level (m),Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"23-Mar-2001",743.16,0,743.16,752.5,0.288,0,0.288
"24-Mar-2001",743.03,0,743.03,752.5,0.281,0,0.281
"25-Mar-2001",743,0,743,752.5,0.279,0,0.279
"26-Mar-2001",742.97,0,742.97,752.5,0.277,0,0.277
"27-Mar-2001",742.95,0,742.95,752.5,0.275,0,0.275
"28-Mar-2001",742.93,0,742.93,752.5,0.274,0,0.274
"29-Mar-2001",742.88,0,742.88,752.5,0.272,0,0.272
"30-Mar-2001",742.78,0,742.78,752.5,0.265,0,0.265
"31-Mar-2001",742.66,0,742.66,752.5,0.258,0,0.258
"01-Apr-2001",742.56,0,742.56,752.5,0.252,0,0.252
"02-Apr-2001",742.42,0,742.42,752.5,0.246,0,0.246
"03-Apr-2001",742.32,0,742.32,752.5,0.239,0,0.239
"04-Apr-2001",742.19,0,742.19,752.5,0.231,0,0.231
"05-Apr-2001",742.05,0,742.05,752.5,0.223,0,0.223
"06-Apr-2001",741.9,0,741.9,752.5,0.214,0,0.214
"07-Apr-2001",741.72,0,741.72,752.5,0.205,0,0.205
"08-Apr-2001",741.53,0,741.53,752.5,0.197,0,0.197
"09-Apr-2001",741.33,0,741.33,752.5,0.184,0,0.184
"10-Apr-2001",741.12,0,741.12,752.5,0.173,0,0.173
"11-Apr-2001",740.92,0,740.92,752.5,0.162,0,0.162
"12-Apr-2001",740.73,0,740.73,752.5,0.153,0,0.153
"13-Apr-2001",740.56,0,740.56,752.5,0.145,0,0.145
"14-Apr-2001",740.49,0,740.49,752.5,0.142,0,0.142
"15-Apr-2001",740.58,0,740.58,752.5,0.146,0,0.146
"16-Apr-2001",740.63,0,740.63,752.5,0.148,0,0.148
"17-Apr-2001",740.95,0,740.95,752.5,0.164,0,0.164
"18-Apr-2001",741.13,0,741.13,752.5,0.173,0,0.173
"19-Apr-2001",741.27,0,741.27,752.5,0.181,0,0.181
"20-Apr-2001",741.38,0,741.38,752.5,0.186,0,0.186
"21-Apr-2001",741.48,0,741.48,752.5,0.192,0,0.192
"22-Apr-2001",741.61,0,741.61,752.5,0.199,0,0.199
"23-Apr-2001",741.7,0,741.7,752.5,0.204,0,0.204
"24-Apr-2001",741.78,0,741.78,752.5,0.208,0,0.208
"25-Apr-2001",741.76,0,741.76,752.5,0.207,0,0.207
"26-Apr-2001",741.76,0,741.76,752.5,0.207,0,0.207
"27-Apr-2001",741.74,0,741.74,752.5,0.206,0,0.206
"28-Apr-2001",741.62,0,741.62,752.5,0.199,0,0.199
"29-Apr-2001",741.46,0,741.46,752.5,0.19,0,0.19
"30-Apr-2001",741.29,0,741.29,752.5,0.182,0,0.182
"01-May-2001",741.13,0,741.13,752.5,0.173,0,0.173
"02-May-2001",740.94,0,740.94,752.5,0.164,0,0.164
"03-May-2001",740.76,0,740.76,752.5,0.154,0,0.154
"04-May-2001",740.56,0,740.56,752.5,0.145,0,0.145
"05-May-2001",740.36,0,740.36,752.5,0.135,0,0.135
"06-May-2001",740.16,0,740.16,752.5,0.126,0,0.126
"07-May-2001",740.02,0,740.02,752.5,0.117,0,0.117
"08-May-2001",739.96,0,739.96,752.5,0.111,0,0.111
"09-May-2001",739.68,0,739.68,752.5,0.104,0,0.104
"10-May-2001",739.51,0,739.51,752.5,0.097,0,0.097
"11-May-2001",739.33,0,739.33,752.5,0.089,0,0.089
"12-May-2001",739.18,0,739.18,752.5,0.082,0,0.082
"13-May-2001",739.01,0,739.01,752.5,0.075,0,0.075
"14-May-2001",738.91,0,738.91,752.5,0.071,0,0.071
"15-May-2001",738.87,0,738.87,752.5,0.069,0,0.069
"16-May-2001",738.84,0,738.84,752.5,0.068,0,0.068
"17-May-2001",738.81,0,738.81,752.5,0.067,0,0.067
"18-May-2001",738.78,0,738.78,752.5,0.066,0,0.066
"19-May-2001",738.75,0,738.75,752.5,0.064,0,0.064
"20-May-2001",738.72,0,738.72,752.5,0.063,0,0.063
"21-May-2001",738.61,0,738.61,752.5,0.058,0,0.058
"22-May-2001",738.42,0,738.42,752.5,0.051,0,0.051
"23-May-2001",738.26,0,738.26,752.5,0.045,0,0.045
"24-May-2001",738.18,0,738.18,752.5,0.04,0,0.04
"25-May-2001",737.95,0,737.95,752.5,0.033,0,0.033
"26-May-2001",737.78,0,737.78,752.5,0.027,0,0.027
"27-May-2001",737.62,0,737.62,752.5,0.022,0,0.022
"28-May-2001",737.47,0,737.47,752.5,0.017,0,0.017
"29-May-2001",737.28,0,737.28,752.5,0.012,0,0.012
"30-May-2001",737.09,0,737.09,752.5,0.007,0,0.007
"31-May-2001",736.9,0,736.9,752.5,0,0,0
"01-Jun-2001",736.84,0,736.84,752.5,0,0,0
"02-Jun-2001",736.71,0,736.71,752.5,0,0,0
"03-Jun-2001",736.65,0,736.65,752.5,0,0,0
"04-Jun-2001",736.65,0,736.65,752.5,0,0,0
"05-Jun-2001",736.65,0,736.65,752.5,0,0,0
"06-Jun-2001",736.65,0,736.65,752.5,0,0,0
"07-Jun-2001",736.66,0,736.66,752.5,0,0,0
"08-Jun-2001",736.6,0,736.6,752.5,0,0,0
"09-Jun-2001",736.52,0,736.52,752.5,0,0,0
"10-Jun-2001",736.55,0,736.55,752.5,0,0,0
"11-Jun-2001",736.57,0,736.57,752.5,0,0,0
"12-Jun-2001",736.6,0,736.6,752.5,0,0,0
"13-Jun-2001",736.62,0,736.62,752.5,0,0,0
"14-Jun-2001",736.74,0,736.74,752.5,0,0,0
"15-Jun-2001",737.26,0,737.26,752.5,0.008,0,0.008
"16-Jun-2001",737.98,0,737.98,752.5,0.034,0,0.034
"17-Jun-2001",739.08,0,739.08,752.5,0.077,0,0.077
"18-Jun-2001",740.05,0,740.05,752.5,0.121,0,0.121
"19-Jun-2001",740.37,0,740.37,752.5,0.136,0,0.136
"20-Jun-2001",740.49,0,740.49,752.5,0.142,0,0.142
"21-Jun-2001",740.57,0,740.57,752.5,0.146,0,0.146
"22-Jun-2001",740.66,0,740.66,752.5,0.15,0,0.15
"23-Jun-2001",740.76,0,740.76,752.5,0.155,0,0.155
"24-Jun-2001",740.78,0,740.78,752.5,0.158,0,0.158
"25-Jun-2001",740.79,0,740.79,752.5,0.159,0,0.159
"26-Jun-2001",740.79,0,740.79,752.5,0.159,0,0.159
"27-Jun-2001",740.75,0,740.75,752.5,0.157,0,0.157
"28-Jun-2001",740.7,0,740.7,752.5,0.154,0,0.154
"29-Jun-2001",740.66,0,740.66,752.5,0.15,0,0.15
"30-Jun-2001",740.56,0,740.56,752.5,0.145,0,0.145
"01-Jul-2001",740.5,0,740.5,752.5,0.141,0,0.141
"02-Jul-2001",740.4,0,740.4,752.5,0.137,0,0.137
"03-Jul-2001",740.3,0,740.3,752.5,0.132,0,0.132
"04-Jul-2001",740.2,0,740.2,752.5,0.128,0,0.128
"05-Jul-2001",752.5,0,752.5,752.5,0.129,0,0.129
"06-Jul-2001",740.35,0,740.35,752.5,0.135,0,0.135
"07-Jul-2001",740.66,0,740.66,752.5,0.15,0,0.15
"08-Jul-2001",740.98,0,740.98,752.5,0.166,0,0.166
"09-Jul-2001",741.65,0,741.65,752.5,0.202,0,0.202
"10-Jul-2001",742.65,0,742.65,752.5,0.258,0,0.258
"11-Jul-2001",743.9,0,743.9,752.5,0.337,0,0.337
"12-Jul-2001",744.8,0,744.8,752.5,0.399,0,0.399
"13-Jul-2001",745.4,0,745.4,752.5,0.445,0,0.445
"14-Jul-2001",745.82,0,745.82,752.5,0.475,0,0.475
"15-Jul-2001",746.04,0,746.04,752.5,0.49,0,0.49
"16-Jul-2001",746.17,0,746.17,752.5,0.503,0,0.503
"17-Jul-2001",746.2,0,746.2,752.5,0.506,0,0.506
"18-Jul-2001",746.31,0,746.31,752.5,0.515,0,0.515
"19-Jul-2001",746.39,0,746.39,752.5,0.521,0,0.521
"20-Jul-2001",746.42,0,746.42,752.5,0.523,0,0.523
"21-Jul-2001",746.43,0,746.43,752.5,0.524,0,0.524
"22-Jul-2001",746.44,0,746.44,752.5,0.525,0,0.525
"23-Jul-2001",746.45,0,746.45,752.5,0.526,0,0.526
"24-Jul-2001",746.45,0,746.45,752.5,0.526,0,0.526
"25-Jul-2001",746.4,0,746.4,752.5,0.521,0,0.521
"26-Jul-2001",746.34,0,746.34,752.5,0.517,0,0.517
"27-Jul-2001",746.3,0,746.3,752.5,0.512,0,0.512
"28-Jul-2001",746.2,0,746.2,752.5,0.508,0,0.508
"29-Jul-2001",746.21,0,746.21,752.5,0.505,0,0.505
"30-Jul-2001",746.14,0,746.14,752.5,0.5,0,0.5
"31-Jul-2001",746.14,0,746.14,752.5,0.5,0,0.5
"01-Aug-2001",746.17,0,746.17,752.5,0.503,0,0.503
"02-Aug-2001",746.21,0,746.21,752.5,0.506,0,0.506
"03-Aug-2001",746.25,0,746.25,752.5,0.509,0,0.509
"04-Aug-2001",746.42,0,746.42,752.5,0.522,0,0.522
"05-Aug-2001",746.73,0,746.73,752.5,0.548,0,0.548
"06-Aug-2001",746.95,0,746.95,752.5,0.568,0,0.568
"07-Aug-2001",747.2,0,747.2,752.5,0.567,0,0.567
"08-Aug-2001",747.36,0,747.36,752.5,0.604,0,0.604
"09-Aug-2001",747.88,0,747.88,752.5,0.616,0,0.616
"10-Aug-2001",747.72,0,747.72,752.5,0.619,0,0.619
"11-Aug-2001",747.57,0,747.57,752.5,0.623,0,0.623
"12-Aug-2001",747.62,0,747.62,752.5,0.624,0,0.624
"13-Aug-2001",747.64,0,747.64,752.5,0.629,0,0.629
"14-Aug-2001",747.65,0,747.65,752.5,0.63,0,0.63
"15-Aug-2001",747.66,0,747.66,752.5,0.631,0,0.631
"16-Aug-2001",747.72,0,747.72,752.5,0.636,0,0.636
"17-Aug-2001",747.76,0,747.76,752.5,0.64,0,0.64
"18-Aug-2001",747.81,0,747.81,752.5,0.645,0,0.645
"19-Aug-2001",748.09,0,748.09,752.5,0.663,0,0.663
"20-Aug-2001",748.19,0,748.19,752.5,0.68,0,0.68
"21-Aug-2001",748.48,0,748.48,752.5,0.708,0,0.708
"22-Aug-2001",748.71,0,748.71,752.5,0.73,0,0.73
"23-Aug-2001",749,0,749,752.5,0.759,0,0.759
"24-Aug-2001",749.27,0,749.27,752.5,0.787,0,0.787
"25-Aug-2001",749.47,0,749.47,752.5,0.808,0,0.808
"26-Aug-2001",749.65,0,749.65,752.5,0.827,0,0.827
"27-Aug-2001",749.82,0,749.82,752.5,0.844,0,0.844
"28-Aug-2001",749.88,0,749.88,752.5,0.862,0,0.862
"29-Aug-2001",749.92,0,749.92,752.5,0.876,0,0.876
"30-Aug-2001",750.21,0,750.21,752.5,0.888,0,0.888
"31-Aug-2001",750.29,0,750.29,752.5,0.898,0,0.898
"01-Sep-2001",750.39,0,750.39,752.5,0.908,0,0.908
"02-Sep-2001",750.46,0,750.46,752.5,0.915,0,0.915
"03-Sep-2001",750.47,0,750.47,752.5,0.916,0,0.916
"04-Sep-2001",750.43,0,750.43,752.5,0.911,0,0.911
"05-Sep-2001",750.38,0,750.38,752.5,0.906,0,0.906
"06-Sep-2001",750.31,0,750.31,752.5,0.899,0,0.899
"07-Sep-2001",750.24,0,750.24,752.5,0.89,0,0.89
"08-Sep-2001",750.16,0,750.16,752.5,0.882,0,0.882
"09-Sep-2001",750.1,0,750.1,752.5,0.875,0,0.875
"10-Sep-2001",750.03,0,750.03,752.5,0.868,0,0.868
"11-Sep-2001",749.96,0,749.96,752.5,0.86,0,0.86
"12-Sep-2001",749.89,0,749.89,752.5,0.852,0,0.852
"13-Sep-2001",749.81,0,749.81,752.5,0.844,0,0.844
"14-Sep-2001",749.76,0,749.76,752.5,0.838,0,0.838
"15-Sep-2001",749.73,0,749.73,752.5,0.838,0,0.838
"16-Sep-2001",749.78,0,749.78,752.5,0.843,0,0.843
"17-Sep-2001",749.8,0,749.8,752.5,0.844,0,0.844
"18-Sep-2001",749.92,0,749.92,752.5,0.855,0,0.855
"19-Sep-2001",750.09,0,750.09,752.5,0.874,0,0.874
"20-Sep-2001",750.17,0,750.17,752.5,0.883,0,0.883
"21-Sep-2001",750.32,0,750.32,752.5,0.896,0,0.896
"22-Sep-2001",750.38,0,750.38,752.5,0.906,0,0.906
"23-Sep-2001",750.44,0,750.44,752.5,0.912,0,0.912
"24-Sep-2001",750.49,0,750.49,752.5,0.918,0,0.918
"25-Sep-2001",750.58,0,750.58,752.5,0.929,0,0.929
"26-Sep-2001",750.66,0,750.66,752.5,0.938,0,0.938
"27-Sep-2001",751.29,0,751.29,752.5,0.948,0,0.948
"28-Sep-2001",750.76,0,750.76,752.5,0.95,0,0.95
"29-Sep-2001",750.75,0,750.75,752.5,0.948,0,0.948
"30-Sep-2001",750.72,0,750.72,752.5,0.945,0,0.945
"01-Oct-2001",750.78,0,750.78,752.5,0.951,0,0.951
"02-Oct-2001",750.79,0,750.79,752.5,0.953,0,0.953
"03-Oct-2001",750.79,0,750.79,752.5,0.953,0,0.953
"04-Oct-2001",750.75,0,750.75,752.5,0.947,0,0.947
"05-Oct-2001",750.69,0,750.69,752.5,0.941,0,0.941
"06-Oct-2001",750.63,0,750.63,752.5,0.935,0,0.935
"07-Oct-2001",750.57,0,750.57,752.5,0.927,0,0.927
"08-Oct-2001",750.51,0,750.51,752.5,0.921,0,0.921
"09-Oct-2001",750.47,0,750.47,752.5,0.917,0,0.917
"10-Oct-2001",750.47,0,750.47,752.5,0.917,0,0.917
"11-Oct-2001",750.46,0,750.46,752.5,0.91,0,0.91
"12-Oct-2001",750.42,0,750.42,752.5,0.908,0,0.908
"13-Oct-2001",750.38,0,750.38,752.5,0.906,0,0.906
"14-Oct-2001",750.36,0,750.36,752.5,0.904,0,0.904
"15-Oct-2001",750.41,0,750.41,752.5,0.909,0,0.909
"16-Oct-2001",750.6,0,750.6,752.5,0.932,0,0.932
"17-Oct-2001",750.7,0,750.7,752.5,0.942,0,0.942
"18-Oct-2001",750.76,0,750.76,752.5,0.95,0,0.95
"19-Oct-2001",750.8,0,750.8,752.5,0.954,0,0.954
"20-Oct-2001",750.91,0,750.91,752.5,0.967,0,0.967
"21-Oct-2001",750.02,0,750.02,752.5,0.98,0,0.98
"22-Oct-2001",751.1,0,751.1,752.5,0.993,0,0.993
"23-Oct-2001",751.23,0,751.23,752.5,1.005,0,1.005
"24-Oct-2001",751.13,0,751.13,752.5,0.993,0,0.993
"25-Oct-2001",751.13,0,751.13,752.5,0.993,0,0.993
"26-Oct-2001",751.15,0,751.15,752.5,0.995,0,0.995
"27-Oct-2001",751.19,0,751.19,752.5,1,0,1
"28-Oct-2001",751.16,0,751.16,752.5,0.997,0,0.997
"29-Oct-2001",751.08,0,751.08,752.5,0.993,0,0.993
"30-Oct-2001",751,0,751,752.5,0.989,0,0.989
"31-Oct-2001",750.82,0,750.82,752.5,0.981,0,0.981
"01-Nov-2001",750.94,0,750.94,752.5,0.971,0,0.971
"02-Nov-2001",750.87,0,750.87,752.5,0.962,0,0.962
"03-Nov-2001",750.83,0,750.83,752.5,0.952,0,0.952
"04-Nov-2001",750.7,0,750.7,752.5,0.943,0,0.943
"05-Nov-2001",750.62,0,750.62,752.5,0.934,0,0.934
"06-Nov-2001",750.51,0,750.51,752.5,0.927,0,0.927
"07-Nov-2001",750.68,0,750.68,752.5,0.94,0,0.94
"08-Nov-2001",751.02,0,751.02,752.5,0.98,0,0.98
"09-Nov-2001",751.28,0,751.28,752.5,1.011,0,1.011
"10-Nov-2001",751.37,0,751.37,752.5,1.022,0,1.022
"11-Nov-2001",751.39,0,751.39,752.5,1.025,0,1.025
"12-Nov-2001",751.4,0,751.4,752.5,1.025,0,1.025
"13-Nov-2001",751.37,0,751.37,752.5,1.022,0,1.022
"14-Nov-2001",751.3,0,751.3,752.5,1.006,0,1.006
"15-Nov-2001",751.24,0,751.24,752.5,0.999,0,0.999
"16-Nov-2001",751.21,0,751.21,752.5,1.002,0,1.002
"17-Nov-2001",751.22,0,751.22,752.5,1.003,0,1.003
"18-Nov-2001",751.2,0,751.2,752.5,1.001,0,1.001
"19-Nov-2001",751.16,0,751.16,752.5,0.997,0,0.997
"20-Nov-2001",751.13,0,751.13,752.5,0.993,0,0.993
"21-Nov-2001",751.08,0,751.08,752.5,0.986,0,0.986
"22-Nov-2001",751.01,0,751.01,752.5,0.978,0,0.978
"23-Nov-2001",750.94,0,750.94,752.5,0.971,0,0.971
"24-Nov-2001",750.87,0,750.87,752.5,0.693,0,0.693
"25-Nov-2001",750.91,0,750.91,752.5,0.956,0,0.956
"26-Nov-2001",750.75,0,750.75,752.5,0.948,0,0.948
"27-Nov-2001",750.68,0,750.68,752.5,0.94,0,0.94
"28-Nov-2001",750.61,0,750.61,752.5,0.933,0,0.933
"29-Nov-2001",750.55,0,750.55,752.5,0.926,0,0.926
"30-Nov-2001",749.51,0,749.51,752.5,0.922,0,0.922
"01-Dec-2001",750.49,0,750.49,752.5,0.918,0,0.918
"02-Dec-2001",750.44,0,750.44,752.5,0.914,0,0.914
"03-Dec-2001",750.4,0,750.4,752.5,0.909,0,0.909
"04-Dec-2001",750.36,0,750.36,752.5,0.903,0,0.903
"05-Dec-2001",750.31,0,750.31,752.5,0.899,0,0.899
"06-Dec-2001",750.27,0,750.27,752.5,0.894,0,0.894
"07-Dec-2001",750.21,0,750.21,752.5,0.888,0,0.888
"08-Dec-2001",750.16,0,750.16,752.5,0.882,0,0.882
"09-Dec-2001",750.12,0,750.12,752.5,0.877,0,0.877
"10-Dec-2001",750.07,0,750.07,752.5,0.872,0,0.872
"11-Dec-2001",750.01,0,750.01,752.5,0.866,0,0.866
"12-Dec-2001",749.96,0,749.96,752.5,0.86,0,0.86
"13-Dec-2001",749.91,0,749.91,752.5,0.854,0,0.854
"14-Dec-2001",749.85,0,749.85,752.5,0.848,0,0.848
"15-Dec-2001",749.8,0,749.8,752.5,0.842,0,0.842
"16-Dec-2001",749.73,0,749.73,752.5,0.835,0,0.835
"17-Dec-2001",749.67,0,749.67,752.5,0.829,0,0.829
"18-Dec-2001",749.6,0,749.6,752.5,0.823,0,0.823
"19-Dec-2001",749.54,0,749.54,752.5,0.816,0,0.816
"20-Dec-2001",749.49,0,749.49,752.5,0.81,0,0.81
"21-Dec-2001",749.44,0,749.44,752.5,0.804,0,0.804
"22-Dec-2001",749.37,0,749.37,752.5,0.798,0,0.798
"23-Dec-2001",749.31,0,749.31,752.5,0.792,0,0.792
"24-Dec-2001",749.25,0,749.25,752.5,0.786,0,0.786
"25-Dec-2001",749.21,0,749.21,752.5,0.781,0,0.781
"26-Dec-2001",749.16,0,749.16,752.5,0.776,0,0.776
"27-Dec-2001",749.1,0,749.1,752.5,0.77,0,0.77
"28-Dec-2001",749.04,0,749.04,752.5,0.764,0,0.764
"29-Dec-2001",748.98,0,748.98,752.5,0.758,0,0.758
"30-Dec-2001",748.92,0,748.92,752.5,0.752,0,0.752
"31-Dec-2001",748.91,0,748.91,752.5,0.751,0,0.751
"01-Jan-2002",748.9,749.78,749.34,752.5,0.7945,0.84,0.749
"02-Jan-2002",748.88,749.74,749.31,752.5,0.793,0.839,0.747
"03-Jan-2002",748.86,749.73,749.295,752.5,0.791,0.837,0.745
"04-Jan-2002",748.84,749.73,749.285,752.5,0.789,0.835,0.743
"05-Jan-2002",748.81,749.71,749.26,752.5,0.7865,0.833,0.74
"06-Jan-2002",748.79,749.68,749.235,752.5,0.784,0.83,0.738
"07-Jan-2002",749.77,749.66,749.715,752.5,0.782,0.828,0.736
"08-Jan-2002",748.75,749.63,749.19,752.5,0.7795,0.825,0.734
"09-Jan-2002",748.73,749.61,749.17,752.5,0.777,0.822,0.732
"10-Jan-2002",748.71,749.55,749.13,752.5,0.7745,0.819,0.73
"11-Jan-2002",748.69,749.52,749.105,752.5,0.772,0.816,0.728
"12-Jan-2002",748.66,749.52,749.09,752.5,0.7695,0.813,0.726
"13-Jan-2002",748.6,749.46,749.03,752.5,0.7635,0.807,0.72
"14-Jan-2002",748.5,749.37,748.935,752.5,0.754,0.798,0.71
"15-Jan-2002",748.41,749.29,748.85,752.5,0.745,0.789,0.701
"16-Jan-2002",748.31,749.22,748.765,752.5,0.7365,0.782,0.691
"17-Jan-2002",748.22,749.15,748.685,752.5,0.729,0.775,0.683
"18-Jan-2002",748.13,748.97,748.55,752.5,0.72,0.766,0.674
"19-Jan-2002",748.04,748.88,748.46,752.5,0.7115,0.757,0.666
"20-Jan-2002",747.96,748.88,748.42,752.5,0.703,0.748,0.658
"21-Jan-2002",747.88,748.8,748.34,752.5,0.695,0.739,0.651
"22-Jan-2002",747.82,748.72,748.27,752.5,0.687,0.731,0.643
"23-Jan-2002",747.71,748.63,748.17,752.5,0.6795,0.723,0.636
"24-Jan-2002",747.64,748.47,748.055,752.5,0.672,0.715,0.629
"25-Jan-2002",747.55,748.38,747.965,752.5,0.664,0.707,0.621
"26-Jan-2002",747.47,748.38,747.925,752.5,0.6555,0.698,0.613
"27-Jan-2002",747.46,748.3,747.88,752.5,0.648,0.69,0.606
"28-Jan-2002",747.46,748.23,747.845,752.5,0.6405,0.683,0.598
"29-Jan-2002",747.2,748.15,747.675,752.5,0.633,0.676,0.59
"30-Jan-2002",747.12,748.05,747.585,752.5,0.6255,0.669,0.582
"31-Jan-2002",747.03,747.99,747.51,752.5,0.6185,0.662,0.575
"01-Feb-2002",746.99,747.92,747.455,752.5,0.6135,0.655,0.572
"02-Feb-2002",746.96,747.85,747.405,752.5,0.6105,0.652,0.569
"03-Feb-2002",746.93,747.83,747.38,752.5,0.6075,0.649,0.566
"04-Feb-2002",746.89,747.82,747.355,752.5,0.604,0.645,0.563
"05-Feb-2002",746.85,747.79,747.32,752.5,0.6005,0.642,0.559
"06-Feb-2002",746.82,747.74,747.28,752.5,0.5975,0.638,0.557
"07-Feb-2002",746.79,747.67,747.23,752.5,0.593,0.632,0.554
"08-Feb-2002",746.75,747.56,747.155,752.5,0.586,0.621,0.551
"09-Feb-2002",746.72,747.33,747.025,752.5,0.58,0.611,0.549
"10-Feb-2002",746.66,747.21,746.935,752.5,0.572,0.601,0.543
"11-Feb-2002",746.57,747.21,746.89,752.5,0.5625,0.591,0.534
"12-Feb-2002",746.45,747.1,746.775,752.5,0.5535,0.581,0.526
"13-Feb-2002",746.35,746.99,746.67,752.5,0.544,0.571,0.517
"14-Feb-2002",746.23,746.88,746.555,752.5,0.532,0.556,0.508
"15-Feb-2002",746.11,746.66,746.385,752.5,0.5265,0.552,0.501
"16-Feb-2002",746,746.55,746.275,752.5,0.5155,0.543,0.488
"17-Feb-2002",745.89,746.55,746.22,752.5,0.507,0.534,0.48
"18-Feb-2002",745.55,746.44,745.995,752.5,0.4975,0.524,0.471
"19-Feb-2002",745.66,746.33,745.995,752.5,0.4895,0.516,0.463
"20-Feb-2002",745.56,746.32,745.94,752.5,0.481,0.507,0.455
"21-Feb-2002",745.46,746.31,745.885,752.5,0.4725,0.498,0.447
"22-Feb-2002",745.35,745.99,745.67,752.5,0.4595,0.48,0.439
"23-Feb-2002",745.24,745.94,745.59,752.5,0.454,0.478,0.43
"24-Feb-2002",745.11,745.89,745.5,752.5,0.448,0.475,0.421
"25-Feb-2002",744.98,745.85,745.415,752.5,0.4425,0.473,0.412
"26-Feb-2002",744.84,745.8,745.32,752.5,0.4355,0.47,0.401
"27-Feb-2002",744.7,745.75,745.225,752.5,0.429,0.467,0.391
"28-Feb-2002",744.56,745.7,745.13,752.5,0.423,0.465,0.381
"01-Mar-2002",744.45,745.66,745.055,752.5,0.4175,0.462,0.373
"02-Mar-2002",744.41,745.62,745.015,752.5,0.415,0.459,0.371
"03-Mar-2002",744.38,745.57,744.975,752.5,0.4125,0.456,0.369
"04-Mar-2002",744.35,745.5,744.925,752.5,0.408,0.45,0.366
"05-Mar-2002",744.31,745.38,744.845,752.5,0.4025,0.441,0.364
"06-Mar-2002",744.28,745.45,744.865,752.5,0.3975,0.433,0.362
"07-Mar-2002",744.23,745.15,744.69,752.5,0.391,0.424,0.358
"08-Mar-2002",744.09,745.04,744.565,752.5,0.3825,0.416,0.349
"09-Mar-2002",743.96,744.93,744.445,752.5,0.3745,0.408,0.341
"10-Mar-2002",743.86,744.82,744.34,752.5,0.366,0.4,0.332
"11-Mar-2002",743.7,744.72,744.21,752.5,0.358,0.393,0.323
"12-Mar-2002",743.57,744.61,744.09,752.5,0.3505,0.386,0.315
"13-Mar-2002",743.44,744.52,743.98,752.5,0.342,0.378,0.306
"14-Mar-2002",743.31,744.39,743.85,752.5,0.3335,0.369,0.298
"15-Mar-2002",743.17,743.25,743.21,752.5,0.3245,0.36,0.289
"16-Mar-2002",743.02,743.51,743.265,752.5,0.315,0.35,0.28
"17-Mar-2002",742.86,743.97,743.415,752.5,0.3055,0.341,0.27
"18-Mar-2002",742.68,743.83,743.255,752.5,0.2955,0.331,0.26
"19-Mar-2002",742.51,743.69,743.1,752.5,0.2855,0.322,0.249
"20-Mar-2002",742.33,743.54,742.935,752.5,0.276,0.313,0.239
"21-Mar-2002",742.16,743.4,742.78,752.5,0.2665,0.304,0.229
"22-Mar-2002",741.98,743.29,742.635,752.5,0.257,0.295,0.219
"23-Mar-2002",741.91,743.16,742.535,752.5,0.2535,0.288,0.219
"24-Mar-2002",741.74,743.03,742.385,752.5,0.2405,0.281,0.2
"25-Mar-2002",741.57,743,742.285,752.5,0.235,0.279,0.191
"26-Mar-2002",741.42,742.97,742.195,752.5,0.23,0.277,0.183
"27-Mar-2002",741.28,742.95,742.115,752.5,0.228,0.275,0.181
"28-Mar-2002",741.28,742.93,742.105,752.5,0.2275,0.274,0.181
"29-Mar-2002",741.28,742.88,742.08,752.5,0.2265,0.272,0.181
"30-Mar-2002",741.28,742.78,742.03,752.5,0.223,0.265,0.181
"31-Mar-2002",741.28,742.66,741.97,752.5,0.2195,0.258,0.181
"01-Apr-2002",741.06,742.56,741.81,752.5,0.211,0.252,0.17
"02-Apr-2002",740.93,742.42,741.675,752.5,0.2045,0.246,0.163
"03-Apr-2002",740.79,742.32,741.555,752.5,0.1975,0.239,0.156
"04-Apr-2002",740.66,742.19,741.425,752.5,0.1905,0.231,0.15
"05-Apr-2002",740.5,742.05,741.275,752.5,0.1825,0.223,0.142
"06-Apr-2002",740.34,741.9,741.12,752.5,0.174,0.214,0.134
"07-Apr-2002",740.18,741.72,740.95,752.5,0.166,0.205,0.127
"08-Apr-2002",740.02,741.53,740.775,752.5,0.158,0.197,0.119
"09-Apr-2002",739.83,741.33,740.58,752.5,0.1475,0.184,0.111
"10-Apr-2002",739.62,741.12,740.37,752.5,0.1385,0.173,0.104
"11-Apr-2002",739.39,740.92,740.155,752.5,0.1265,0.162,0.091
"12-Apr-2002",739.17,740.73,739.95,752.5,0.117,0.153,0.081
"13-Apr-2002",738.93,740.56,739.745,752.5,0.11,0.145,0.075
"14-Apr-2002",738.69,740.49,739.59,752.5,0.102,0.142,0.062
"15-Apr-2002",738.46,740.58,739.52,752.5,0.0995,0.146,0.053
"16-Apr-2002",738.22,740.63,739.425,752.5,0.0955,0.148,0.043
"17-Apr-2002",737.98,740.95,739.465,752.5,0.099,0.164,0.034
"18-Apr-2002",737.72,741.13,739.425,752.5,0.0985,0.173,0.024
"19-Apr-2002",737.65,741.27,739.46,752.5,0.1015,0.181,0.022
"20-Apr-2002",737.6,741.38,739.49,752.5,0.103,0.186,0.02
"21-Apr-2002",737.6,741.48,739.54,752.5,0.106,0.192,0.02
"22-Apr-2002",737.56,741.61,739.585,752.5,0.109,0.199,0.019
"23-Apr-2002",737.53,741.7,739.615,752.5,0.111,0.204,0.018
"24-Apr-2002",737.51,741.78,739.645,752.5,0.1125,0.208,0.017
