,DATE,EVAPO_TRANSP_MM,SOIL_MOIST_PERCENT
0,2018-06-01,3.0430281288,36.56892251394356
1,2018-06-02,4.0302534592,36.05075453884447
2,2018-06-03,2.1080956645,35.37520734300631
3,2018-06-04,1.9015131338,34.826442270842016
4,2018-06-05,1.2768475276,37.00296173753206
5,2018-06-06,1.6360328841,41.41862385180072
6,2018-06-07,1.5111951637,44.19622433553681
7,2018-06-08,1.8600794409,43.542324893837744
8,2018-06-09,1.7689345146000002,43.07956341529472
9,2018-06-10,2.1500993489,41.448198062942026
10,2018-06-11,2.140542185,43.44391872144285
11,2018-06-12,1.6105079247999998,43.51384333018447
12,2018-06-13,3.0574950357,44.036430997726704
13,2018-06-14,2.3438073597,43.917580334902866
14,2018-06-15,4.0542431702999995,43.25050194835122
15,2018-06-16,3.7920859097000004,41.74065131780193
16,2018-06-17,3.1324019236000002,40.78639835245749
17,2018-06-18,3.2637791157,39.44148705415756
18,2018-06-19,2.3662802593,39.360954304474866
19,2018-06-20,1.175502245,40.9361492525774
20,2018-06-21,1.741685142,40.206314872870024
21,2018-06-22,2.9030666388,40.372955026958316
22,2018-06-23,3.0022567093,40.7308009737781
23,2018-06-24,3.7481724293000003,39.716614472447354
24,2018-06-25,2.2598249231,41.53487915420535
25,2018-06-26,2.0323817542,43.995566171620645
26,2018-06-27,1.9227623902000002,44.07269831713682
27,2018-06-28,2.0761857015,44.0166478310411
28,2018-06-29,2.7750649608,43.99006347911874
29,2018-06-30,3.5080241932,43.46321820273649
30,2018-07-01,3.5061304102999995,42.77632400075143
31,2018-07-02,3.6156526011000003,41.80247627936811
32,2018-07-03,3.0204107647000003,40.69532051963933
33,2018-07-04,3.5478380545999997,41.236648436376406
34,2018-07-05,3.3516050725,39.28314157499498
35,2018-07-06,1.8468635333,43.04330287146605
36,2018-07-07,2.6057635713,44.16411424585914
37,2018-07-08,2.6209145838,44.16480930369463
38,2018-07-09,2.3469848352000002,44.175304008733924
39,2018-07-10,1.9262305284,44.193137567388135
40,2018-07-11,1.8019518543000002,44.197400719946955
41,2018-07-12,2.1422449158,44.18928637238436
42,2018-07-13,2.0630717992,43.945541886444204
43,2018-07-14,1.2196167699,43.987482976490135
44,2018-07-15,1.8786986702000001,44.03960395156788
45,2018-07-16,1.9055016915,43.67964909286327
46,2018-07-17,1.5505370790000002,44.018527916236756
47,2018-07-18,2.2341693025,43.769066598737155
48,2018-07-19,1.5955587938,44.033460918512304
49,2018-07-20,1.5922021709,44.21124365124368
50,2018-07-21,2.0465911853,44.18463401018429
51,2018-07-22,2.613805219,43.6488622190553
52,2018-07-23,1.8693914845,42.69027397495685
53,2018-07-24,1.3484015936000002,42.7545814114255
54,2018-07-25,1.931862182,41.48731257820923
55,2018-07-26,2.4676458254,39.869253110238326
56,2018-07-27,2.5448512664,39.11315166938013
57,2018-07-28,2.5188357947999997,38.498082825343204
58,2018-07-29,2.3997689976,37.44401678279636
59,2018-07-30,2.4327546009,36.99717952523883
60,2018-07-31,2.679023001,37.10819178219301
61,2018-08-01,2.1434807539,40.97327926558396
62,2018-08-02,3.7841634957,39.816241736891044
63,2018-08-03,2.8454979076,39.10934828078928
64,2018-08-04,2.718551446,38.439437463772016
65,2018-08-05,2.7441877647000004,37.15079676976257
66,2018-08-06,0.8985330256,37.023814911412536
67,2018-08-07,1.7163869185,41.04541599459076
68,2018-08-08,2.1382952548,43.74393021398393
69,2018-08-09,2.8511540292000004,43.66043938581027
70,2018-08-10,2.3209793888,43.72107647298677
71,2018-08-11,1.8911399473,43.94077614690502
72,2018-08-12,2.2310934225,44.1195595751176
73,2018-08-13,1.9462408269999998,44.14856230643706
74,2018-08-14,1.5100540980000001,44.195550974505856
75,2018-08-15,1.4143760301,44.159757153605874
76,2018-08-16,1.4604436391,44.171829655196866
77,2018-08-17,1.7027316536000001,43.46761910868225
78,2018-08-18,1.3319065797,42.84897920847981
79,2018-08-19,1.7079908703,43.20719191898388
80,2018-08-20,2.2049972249,43.11923696743803
81,2018-08-21,2.5712922011000003,41.376416509116346
82,2018-08-22,2.1609347538,39.7389669713895
83,2018-08-23,2.5430656217,38.2165879271374
84,2018-08-24,2.7206471933,37.39374576667731
85,2018-08-25,2.7572555743000002,37.11783849478015
86,2018-08-26,2.8523080598000004,36.46813114594182
87,2018-08-27,2.4441431296,36.54155506448888
88,2018-08-28,2.3909216368,38.58862983439878
89,2018-08-29,3.0265231483,41.08434361210136
90,2018-08-30,3.1309735202999995,40.44347715359472
91,2018-08-31,2.5713609297,40.01324517150389
92,2018-09-01,3.0631672626,38.97996050606806
93,2018-09-02,2.5674905373,37.79200053858051
94,2018-09-03,2.9791294972,36.50160610122983
95,2018-09-04,3.1345221426,35.31246041722307
96,2018-09-05,2.4672150237,34.447284096892325
97,2018-09-06,2.9314925471,33.528268815184376
98,2018-09-07,2.5080704097999997,32.76184321781057
99,2018-09-08,2.7093111548000004,32.0448136363329
100,2018-09-09,3.2508533255,31.36987562770771
101,2018-09-10,3.313666778,30.782944176700468
102,2018-09-11,0.6260055943,33.167381676023325
103,2018-09-12,3.4182215586,32.309550775960915
104,2018-09-13,2.349442744,31.71654563329083
105,2018-09-14,3.1300936582,31.22639784514676
106,2018-09-15,3.4493059679000004,34.665654541354165
107,2018-09-16,3.6847667475,33.810041991009285
108,2018-09-17,1.8528042243,33.19868120511416
109,2018-09-18,2.7465606506999998,32.48551075287174
110,2018-09-19,2.3413768592,31.907163447933076
111,2018-09-20,3.0900327263,31.35670057771228
112,2018-09-21,2.5256443473,30.894998049845384
