,DATE,EVAPO_TRANSP_MM,SOIL_MOIST_PERCENT
0,2018-06-01,3.3742113419,37.25810134834288
1,2018-06-02,4.260392659,36.48339370211647
2,2018-06-03,2.1844279019,35.320963491579725
3,2018-06-04,2.3967679971,34.42293036340016
4,2018-06-05,1.279415536,36.1565994013858
5,2018-06-06,1.3598732908000002,42.34206077019695
6,2018-06-07,1.5948278907,42.5593796028054
7,2018-06-08,1.8520706866999999,42.47608819142311
8,2018-06-09,1.8882914991,42.276249811086345
9,2018-06-10,1.8041758612,42.29069757157336
10,2018-06-11,2.6720710349,42.318773297929226
11,2018-06-12,1.4912269063999999,42.708870922458566
12,2018-06-13,3.7277279964,42.532167658442276
13,2018-06-14,3.1249521518,41.198449903828454
14,2018-06-15,3.8356515819999997,39.33020339909812
15,2018-06-16,4.0059980058999995,37.76894913865269
16,2018-06-17,3.8244775170999996,35.84076078535967
17,2018-06-18,4.0634624431,33.676874661676216
18,2018-06-19,3.3582611401999998,31.86027403822359
19,2018-06-20,0.9760608583,31.263369924509195
20,2018-06-21,1.7771592583000002,30.308612144730198
21,2018-06-22,2.9480591332999997,29.77993837788129
22,2018-06-23,2.6043854213,32.98117677235692
23,2018-06-24,3.8557892172000003,31.37137845491541
24,2018-06-25,2.8696969087,35.97678684115594
25,2018-06-26,1.7073722752,36.65620785629791
26,2018-06-27,2.0122910723,37.559435600541136
27,2018-06-28,2.0704900069,39.46405965864778
28,2018-06-29,2.9137151968,41.44907487427426
29,2018-06-30,3.3308460806,39.524942653739096
30,2018-07-01,3.4613274147000004,38.52083750201315
31,2018-07-02,3.7790918553,37.93546156322722
32,2018-07-03,3.6383297905000003,36.642832195552906
33,2018-07-04,3.3572561752,36.841976117975385
34,2018-07-05,3.8756094724000003,34.380207737388076
35,2018-07-06,1.8785716372999999,38.74420044477839
36,2018-07-07,2.3595779876,41.39737051470335
37,2018-07-08,2.3552533087,41.420669733843724
38,2018-07-09,2.5749451303999997,41.44831478015993
39,2018-07-10,2.1463538766999997,41.8757342872124
40,2018-07-11,2.1620968848,42.010628887436205
41,2018-07-12,2.0279924127,41.63973934006099
42,2018-07-13,2.109139469,40.85761014392618
43,2018-07-14,1.2178884559,41.023084094168645
44,2018-07-15,1.7985045371000001,40.57212974267847
45,2018-07-16,2.2225937831,39.0734100320164
46,2018-07-17,1.6246187386000002,39.83693277099179
47,2018-07-18,2.5969680031,38.4975705656454
48,2018-07-19,1.9641714211,39.10519835310897
49,2018-07-20,1.4901717255000002,39.56009035988872
50,2018-07-21,2.0899776427,41.06208387137735
51,2018-07-22,2.5303241875999998,41.473022052775825
52,2018-07-23,2.1837768304,40.80544779780747
53,2018-07-24,1.6252214512999998,39.87863240910849
54,2018-07-25,3.0626386364,37.75324840023407
55,2018-07-26,3.4164646661,35.39226509349667
56,2018-07-27,3.3003590595,33.30798605920825
57,2018-07-28,2.8013163119,32.307524873679036
58,2018-07-29,3.1319140594,30.56125901023512
59,2018-07-30,3.0339942607999997,29.289483780372677
60,2018-07-31,2.7592515581,28.148811711845504
61,2018-08-01,2.1494009133,33.91585723561023
62,2018-08-02,3.5769692875,31.549451579973645
63,2018-08-03,2.9558050691,31.254522702765552
64,2018-08-04,2.8488124383999995,30.09955230351347
65,2018-08-05,3.1866655294,28.09304879341228
66,2018-08-06,0.9837635793999999,27.851149200204247
67,2018-08-07,2.1238955929,28.18128359635392
68,2018-08-08,1.9742539163,30.067422670686035
69,2018-08-09,2.3683436206999997,29.741795038881047
70,2018-08-10,2.1953054113,30.188398729983238
71,2018-08-11,1.5377767302,31.718848514921326
72,2018-08-12,1.5715704251,40.11323946450077
73,2018-08-13,1.5741062366999998,41.06148516892343
74,2018-08-14,1.3556576069,41.92715430784565
75,2018-08-15,1.4804126749000002,41.57731105469931
76,2018-08-16,1.5332574853999998,41.54762548726375
77,2018-08-17,2.2224049752,40.12754436034922
78,2018-08-18,1.8533777224,39.969548953220134
79,2018-08-19,2.1265293779,39.30829376387503
80,2018-08-20,2.049314375,38.53778368540617
81,2018-08-21,3.5571147041000004,36.12234456386627
82,2018-08-22,3.0629718264999997,33.976300025737004
83,2018-08-23,3.18084707,32.34442188891702
84,2018-08-24,2.9210853385,31.10753595619956
85,2018-08-25,2.8429019187,30.09214575705238
86,2018-08-26,2.3659942209000002,29.140187075621146
87,2018-08-27,1.9980663237,28.972294976793126
88,2018-08-28,1.8998011895,31.968239513951712
89,2018-08-29,2.7547936727999995,32.81482098396069
90,2018-08-30,2.7818626294,32.1445227185599
91,2018-08-31,2.827503982,31.871081658123718
92,2018-09-01,2.9860259979,30.957803006439686
93,2018-09-02,3.3431543011000002,28.804536733871444
94,2018-09-03,3.3685376486000003,26.729925513068928
95,2018-09-04,3.131628537,24.85622776609304
96,2018-09-05,2.6651486406,23.30507371217136
97,2018-09-06,2.5019468159000002,22.4410957961496
98,2018-09-07,2.3736654597,21.28898362614308
99,2018-09-08,2.5030597180000003,19.92963975934891
100,2018-09-09,2.6300490618,18.601687381637674
101,2018-09-10,2.2526283812,17.720638183898718
102,2018-09-11,0.6429805959,25.29262351964495
103,2018-09-12,2.8854646263999997,23.754049350596308
104,2018-09-13,2.2427602512,22.63513332850718
105,2018-09-14,2.3544284058000002,21.79272422868059
106,2018-09-15,2.2861492969999997,26.130385811825768
107,2018-09-16,2.7082158945,26.862323760447516
108,2018-09-17,1.7794655892,25.872551297214393
109,2018-09-18,2.6712445167,24.39420571452297
110,2018-09-19,2.6180714993,22.96847956636448
111,2018-09-20,2.3026083334,22.077022656441564
112,2018-09-21,2.2926432158,20.880702444153687
113,2018-09-22,2.5921484638999996,19.600985626879933
114,2018-09-23,1.9139199409,19.77854078982341
115,2018-09-24,1.3902200516999998,32.349246339998395
116,2018-09-25,3.0785854535,35.43043386083346
117,2018-09-26,2.3730586902,37.97388362808768
118,2018-09-27,3.0979652831999998,38.9968515573669
119,2018-09-28,3.0386858517000004,40.135824108379936
120,2018-09-29,3.1676155343,39.20862550013904
121,2018-09-30,3.1083570189999996,37.48362020635489
122,2018-10-01,3.3888992155,36.34273155121061
123,2018-10-02,1.4047032875999999,35.52376028292434
124,2018-10-03,2.9126428069,34.20747941783799
125,2018-10-04,2.4737053623,36.00221503517044
126,2018-10-05,1.9624698981,39.384598528528926
127,2018-10-06,2.79562955,38.86916122585562
128,2018-10-07,3.2744623308999996,36.63856403112344
129,2018-10-08,2.9737511856,37.36930421366301
130,2018-10-09,3.0040104079,39.88988590810747
131,2018-10-10,2.9521906872000003,37.77324346654203
132,2018-10-11,3.5535260145,35.36558590820105
133,2018-10-12,3.4087068789,33.13563312096756
134,2018-10-13,3.1424051297,31.677371387692162
135,2018-10-14,2.5096262066999997,36.75873079916817
136,2018-10-15,2.3877094041999998,38.39810791973789
137,2018-10-16,2.6380754111,41.30002325147733
138,2018-10-17,2.5454797288999997,41.729658169967735
139,2018-10-18,3.383526499,40.61974770751136
140,2018-10-19,2.3758219702,39.08266469599504
141,2018-10-20,2.7435606593,37.27561375607206
142,2018-10-21,3.2707017535,35.36107520228063
143,2018-10-22,2.9846843967,33.340435046438024
144,2018-10-23,3.1326724503,31.318877694530983
145,2018-10-24,2.8995378881000002,29.49937944354397
146,2018-10-25,2.8775893412999998,27.77758870425498
147,2018-10-26,2.541193058,26.298396352487423
148,2018-10-27,2.2027474223,25.039119914471087
149,2018-10-28,2.27130903,23.7895168237011
150,2018-10-29,2.3297730454,22.573221892513555
151,2018-10-30,2.1877375833,21.457628073839377
152,2018-10-31,1.8928488031,22.192746588302334
153,2018-11-01,1.8387921041,21.292096542581923
154,2018-11-02,1.7760070078,20.41785177019944
155,2018-11-03,1.31017873,20.201903523122002
156,2018-11-04,1.7590073237000001,23.51395816946486
157,2018-11-05,1.8713083691999999,22.466032365571028
158,2018-11-06,0.8428045389,21.980857960027762
159,2018-11-07,1.8304628028999999,21.073539131818908
160,2018-11-08,1.8967643235,20.2461942550901
161,2018-11-09,1.9411530316999999,19.36038842615845
162,2018-11-10,1.7281712606,18.594871881860307
163,2018-11-11,0.9106508906,18.150596701098767
164,2018-11-12,1.7868135658000002,17.385505096528846
165,2018-11-13,1.7488219275999999,16.67413982030973
166,2018-11-14,0.8108451425,16.314740131370886
167,2018-11-15,1.8118367372,15.63808615445874
168,2018-11-16,1.171752631,15.288611135215211
169,2018-11-17,1.2708933517,14.790386356544586
170,2018-11-18,1.0769654842,15.150453041739436
171,2018-11-19,1.2031207637,15.104398867370206
