Rainfall - (MM), Year, Statistics, Longitude, Latitude
45.900001525879, 2009, Jul Average, 76.5724, 12.4255
77.5, 2009, Aug Average, 76.5724, 12.4255
197.10000610352, 2009, Sep Average, 76.5724, 12.4255
60.400001525879, 2009, Oct Average, 76.5724, 12.4255
106.70000457764, 2009, Nov Average, 76.5724, 12.4255
23.800001144409, 2009, Dec Average, 76.5724, 12.4255
0.30000001192093, 2010, Jan Average, 76.5724, 12.4255
1, 2010, Feb Average, 76.5724, 12.4255
3.1000001430511, 2010, Mar Average, 76.5724, 12.4255
108.80000305176, 2010, Apr Average, 76.5724, 12.4255
156, 2010, May Average, 76.5724, 12.4255
65.300003051758, 2010, Jun Average, 76.5724, 12.4255
113.30000305176, 2010, Jul Average, 76.5724, 12.4255
72.099998474121, 2010, Aug Average, 76.5724, 12.4255
144.69999694824, 2010, Sep Average, 76.5724, 12.4255
190, 2010, Oct Average, 76.5724, 12.4255
125, 2010, Nov Average, 76.5724, 12.4255
8.1000003814697, 2010, Dec Average, 76.5724, 12.4255
0.20000000298023, 2011, Jan Average, 76.5724, 12.4255
16.800001144409, 2011, Feb Average, 76.5724, 12.4255
0.69999998807907, 2011, Mar Average, 76.5724, 12.4255
75.099998474121, 2011, Apr Average, 76.5724, 12.4255
107.09999847412, 2011, May Average, 76.5724, 12.4255
58.5, 2011, Jun Average, 76.5724, 12.4255
100.40000152588, 2011, Jul Average, 76.5724, 12.4255
137.40000915527, 2011, Aug Average, 76.5724, 12.4255
154.90000915527, 2011, Sep Average, 76.5724, 12.4255
146.10000610352, 2011, Oct Average, 76.5724, 12.4255
53.700000762939, 2011, Nov Average, 76.5724, 12.4255
5.8000001907349, 2011, Dec Average, 76.5724, 12.4255
0.20000000298023, 2012, Jan Average, 76.5724, 12.4255
3.9000000953674, 2012, Feb Average, 76.5724, 12.4255
0.80000001192093, 2012, Mar Average, 76.5724, 12.4255
40.700000762939, 2012, Apr Average, 76.5724, 12.4255
97.099998474121, 2012, May Average, 76.5724, 12.4255
23, 2012, Jun Average, 76.5724, 12.4255
62.5, 2012, Jul Average, 76.5724, 12.4255
101.80000305176, 2012, Aug Average, 76.5724, 12.4255
78.800003051758, 2012, Sep Average, 76.5724, 12.4255
87.099998474121, 2012, Oct Average, 76.5724, 12.4255
92.300003051758, 2012, Nov Average, 76.5724, 12.4255
11.60000038147, 2012, Dec Average, 76.5724, 12.4255
0.10000000149012, 2013, Jan Average, 76.5724, 12.4255
4.0999999046326, 2013, Feb Average, 76.5724, 12.4255
10.5, 2013, Mar Average, 76.5724, 12.4255
15.400000572205, 2013, Apr Average, 76.5724, 12.4255
161, 2013, May Average, 76.5724, 12.4255
110.20000457764, 2013, Jun Average, 76.5724, 12.4255
135.5, 2013, Jul Average, 76.5724, 12.4255
59.600002288818, 2013, Aug Average, 76.5724, 12.4255
155.80000305176, 2013, Sep Average, 76.5724, 12.4255
96.200004577637, 2013, Oct Average, 76.5724, 12.4255
102.20000457764, 2013, Nov Average, 76.5724, 12.4255
3.2999999523163, 2013, Dec Average, 76.5724, 12.4255
0.20000000298023, 2014, Jan Average, 76.5724, 12.4255
0.30000001192093, 2014, Feb Average, 76.5724, 12.4255
3.2999999523163, 2014, Mar Average, 76.5724, 12.4255
34.299999237061, 2014, Apr Average, 76.5724, 12.4255
73.800003051758, 2014, May Average, 76.5724, 12.4255
113.90000152588, 2014, Jun Average, 76.5724, 12.4255
117.59999847412, 2014, Jul Average, 76.5724, 12.4255
96.099998474121, 2014, Aug Average, 76.5724, 12.4255
268.60000610352, 2014, Sep Average, 76.5724, 12.4255
277.70001220703, 2014, Oct Average, 76.5724, 12.4255
35.799999237061, 2014, Nov Average, 76.5724, 12.4255
2.6000001430511, 2014, Dec Average, 76.5724, 12.4255
4, 2015, Jan Average, 76.5724, 12.4255
0.20000000298023, 2015, Feb Average, 76.5724, 12.4255
31.89999961853, 2015, Mar Average, 76.5724, 12.4255
89.5, 2015, Apr Average, 76.5724, 12.4255
227.69999694824, 2015, May Average, 76.5724, 12.4255
62.600002288818, 2015, Jun Average, 76.5724, 12.4255
93.700004577637, 2015, Jul Average, 76.5724, 12.4255
68.700004577637, 2015, Aug Average, 76.5724, 12.4255
128.60000610352, 2015, Sep Average, 76.5724, 12.4255
117.20000457764, 2015, Oct Average, 76.5724, 12.4255
189.5, 2015, Nov Average, 76.5724, 12.4255
5.7000002861023, 2015, Dec Average, 76.5724, 12.4255
2.2000000476837, 2016, Jan Average, 76.5724, 12.4255
0, 2016, Feb Average, 76.5724, 12.4255
17.60000038147, 2016, Mar Average, 76.5724, 12.4255
20.800001144409, 2016, Apr Average, 76.5724, 12.4255
120.5, 2016, May Average, 76.5724, 12.4255
126.80000305176, 2016, Jun Average, 76.5724, 12.4255
142.10000610352, 2016, Jul Average, 76.5724, 12.4255
44.700000762939, 2016, Aug Average, 76.5724, 12.4255
30.200000762939, 2016, Sep Average, 76.5724, 12.4255
12.900000572205, 2016, Oct Average, 76.5724, 12.4255
2.4000000953674, 2016, Nov Average, 76.5724, 12.4255
37, 2016, Dec Average, 76.5724, 12.4255
0, 2017, Jan Average, 76.5724, 12.4255
0, 2018, Jan Average, 76.5724, 12.4255
0, 2019, Jan Average, 76.5724, 12.4255
0, 2020, Jan Average, 76.5724, 12.4255
