Rainfall - (MM), Year, Statistics, Longitude, Latitude
68.900001525879, 1999, Apr Average, 76.2856, 11.9573
149.5, 1999, May Average, 76.2856, 11.9573
241.60000610352, 1999, Jun Average, 76.2856, 11.9573
533.5, 1999, Jul Average, 76.2856, 11.9573
197.40000915527, 1999, Aug Average, 76.2856, 11.9573
76, 1999, Sep Average, 76.2856, 11.9573
296.39999389648, 1999, Oct Average, 76.2856, 11.9573
57.799999237061, 1999, Nov Average, 76.2856, 11.9573
8.1000003814697, 1999, Dec Average, 76.2856, 11.9573
1, 2000, Jan Average, 76.2856, 11.9573
5.8000001907349, 2000, Feb Average, 76.2856, 11.9573
0.5, 2000, Mar Average, 76.2856, 11.9573
68.099998474121, 2000, Apr Average, 76.2856, 11.9573
76.200004577637, 2000, May Average, 76.2856, 11.9573
220.80000305176, 2000, Jun Average, 76.2856, 11.9573
420.89999389648, 2000, Jul Average, 76.2856, 11.9573
508, 2000, Aug Average, 76.2856, 11.9573
176.30000305176, 2000, Sep Average, 76.2856, 11.9573
210.5, 2000, Oct Average, 76.2856, 11.9573
83.800003051758, 2000, Nov Average, 76.2856, 11.9573
55.700000762939, 2000, Dec Average, 76.2856, 11.9573
13.10000038147, 2001, Jan Average, 76.2856, 11.9573
5.0999999046326, 2001, Feb Average, 76.2856, 11.9573
0.80000001192093, 2001, Mar Average, 76.2856, 11.9573
166.90000915527, 2001, Apr Average, 76.2856, 11.9573
59.600002288818, 2001, May Average, 76.2856, 11.9573
151.69999694824, 2001, Jun Average, 76.2856, 11.9573
582.70001220703, 2001, Jul Average, 76.2856, 11.9573
270.30001831055, 2001, Aug Average, 76.2856, 11.9573
143.19999694824, 2001, Sep Average, 76.2856, 11.9573
198.80000305176, 2001, Oct Average, 76.2856, 11.9573
48.100002288818, 2001, Nov Average, 76.2856, 11.9573
6.9000000953674, 2001, Dec Average, 76.2856, 11.9573
0.20000000298023, 2002, Jan Average, 76.2856, 11.9573
0.10000000149012, 2002, Feb Average, 76.2856, 11.9573
4.5, 2002, Mar Average, 76.2856, 11.9573
17.39999961853, 2002, Apr Average, 76.2856, 11.9573
120.80000305176, 2002, May Average, 76.2856, 11.9573
319, 2002, Jun Average, 76.2856, 11.9573
274, 2002, Jul Average, 76.2856, 11.9573
251.60000610352, 2002, Aug Average, 76.2856, 11.9573
88.700004577637, 2002, Sep Average, 76.2856, 11.9573
358.80001831055, 2002, Oct Average, 76.2856, 11.9573
87.099998474121, 2002, Nov Average, 76.2856, 11.9573
2.2000000476837, 2002, Dec Average, 76.2856, 11.9573
0.10000000149012, 2003, Jan Average, 76.2856, 11.9573
4.5, 2003, Feb Average, 76.2856, 11.9573
3.9000000953674, 2003, Mar Average, 76.2856, 11.9573
128.19999694824, 2003, Apr Average, 76.2856, 11.9573
20.10000038147, 2003, May Average, 76.2856, 11.9573
261, 2003, Jun Average, 76.2856, 11.9573
531.20001220703, 2003, Jul Average, 76.2856, 11.9573
246.5, 2003, Aug Average, 76.2856, 11.9573
100.40000152588, 2003, Sep Average, 76.2856, 11.9573
194.69999694824, 2003, Oct Average, 76.2856, 11.9573
64.300003051758, 2003, Nov Average, 76.2856, 11.9573
1.1000000238419, 2003, Dec Average, 76.2856, 11.9573
2.7000000476837, 2004, Jan Average, 76.2856, 11.9573
0.60000002384186, 2004, Feb Average, 76.2856, 11.9573
3.2999999523163, 2004, Mar Average, 76.2856, 11.9573
69.700004577637, 2004, Apr Average, 76.2856, 11.9573
179.5, 2004, May Average, 76.2856, 11.9573
250.40000915527, 2004, Jun Average, 76.2856, 11.9573
602.90002441406, 2004, Jul Average, 76.2856, 11.9573
274.70001220703, 2004, Aug Average, 76.2856, 11.9573
165.69999694824, 2004, Sep Average, 76.2856, 11.9573
214.5, 2004, Oct Average, 76.2856, 11.9573
70.099998474121, 2004, Nov Average, 76.2856, 11.9573
0.90000003576279, 2004, Dec Average, 76.2856, 11.9573
9.6000003814697, 2005, Jan Average, 76.2856, 11.9573
1.3999999761581, 2005, Feb Average, 76.2856, 11.9573
4.5, 2005, Mar Average, 76.2856, 11.9573
64.900001525879, 2005, Apr Average, 76.2856, 11.9573
73.5, 2005, May Average, 76.2856, 11.9573
239.90000915527, 2005, Jun Average, 76.2856, 11.9573
621.60003662109, 2005, Jul Average, 76.2856, 11.9573
263.80001831055, 2005, Aug Average, 76.2856, 11.9573
207.69999694824, 2005, Sep Average, 76.2856, 11.9573
159.90000915527, 2005, Oct Average, 76.2856, 11.9573
109.80000305176, 2005, Nov Average, 76.2856, 11.9573
17.700000762939, 2005, Dec Average, 76.2856, 11.9573
0.60000002384186, 2006, Jan Average, 76.2856, 11.9573
0, 2006, Feb Average, 76.2856, 11.9573
47.200000762939, 2006, Mar Average, 76.2856, 11.9573
27.300001144409, 2006, Apr Average, 76.2856, 11.9573
121.90000152588, 2006, May Average, 76.2856, 11.9573
345.5, 2006, Jun Average, 76.2856, 11.9573
463.89999389648, 2006, Jul Average, 76.2856, 11.9573
314.39999389648, 2006, Aug Average, 76.2856, 11.9573
368.10000610352, 2006, Sep Average, 76.2856, 11.9573
213.5, 2006, Oct Average, 76.2856, 11.9573
67.099998474121, 2006, Nov Average, 76.2856, 11.9573
0.20000000298023, 2006, Dec Average, 76.2856, 11.9573
0.10000000149012, 2007, Jan Average, 76.2856, 11.9573
0.60000002384186, 2007, Feb Average, 76.2856, 11.9573
7.7000002861023, 2007, Mar Average, 76.2856, 11.9573
93.200004577637, 2007, Apr Average, 76.2856, 11.9573
369.20001220703, 2007, May Average, 76.2856, 11.9573
127.59999847412, 2007, Jun Average, 76.2856, 11.9573
365.30001831055, 2007, Jul Average, 76.2856, 11.9573
470.30001831055, 2007, Aug Average, 76.2856, 11.9573
390.89999389648, 2007, Sep Average, 76.2856, 11.9573
237.80000305176, 2007, Oct Average, 76.2856, 11.9573
78.200004577637, 2007, Nov Average, 76.2856, 11.9573
